File name,Formulae,Vertices,Edges,InRow Vertices,InRow Edges,TACO Vertices,TACO Edges,Max Dep Ref ,Max Dep,Longest Dep Ref,Longest Dep,RR-Chain-Comp,RR-Chain-NoComp,RR-Comp,RR-NoComp,RF-Comp,RF-NoComp,FR-Comp,FR-NoComp,FF-Comp,FF-NoComp,RR-GapOne,RR-GapOne-NoComp,RR-GapTwo,RR-GapTwo-NoComp,RR-GapThree,RR-GapThree-NoComp,RR-GapFour,RR-GapFour-NoComp,RR-GapFive,RR-GapFive-NoComp,RR-GapSix,RR-GapSix-NoComp,RR-GapSeven,RR-GapSeven-NoComp,NoType,NoType-NoComp
CL_Ind_prod.xlsx,1374,2028,2563,722,1294,24,16,Hoja1:E242,826,Hoja1:E125,5,0,0,9,1699,0,0,0,0,6,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
cl_pid.xlsx,3642,7284,3642,12,6,12,6,PD:J873,1,PD:J292,1,0,0,6,3642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL1.xlsx,24350,36550,36450,450,400,450,350,Sheet30:B38,7,Sheet30:B42,4,0,0,300,36350,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL2.xlsx,24350,36550,36450,450,400,450,350,Sheet30:B35,7,Sheet30:B61,4,0,0,300,36350,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL3.xlsx,24350,36550,36450,450,400,450,350,Sheet30:B35,7,Sheet30:B61,4,0,0,300,36350,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL4.xlsx,24350,36550,36450,450,400,450,350,Sheet30:B35,7,Sheet30:B61,4,0,0,300,36350,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Class_Data_20190627.xlsx,917,1386,917,216,140,216,140,1-2:AE10,2,1-2:AD10,1,0,0,132,899,0,0,0,0,0,0,6,12,0,0,2,6,0,0,0,0,0,0,0,0,0,0
Class36_File.xlsx,628,1442,1015,54,48,34,20,Tasks 6-7:C15,18,Tasks 6-7:C15,10,1,7,14,993,0,0,0,0,1,8,1,2,2,4,0,0,0,0,0,0,0,0,0,0,1,1
Clazz.list.xlsx,524,826,676,52,43,48,32,results:N3,9,Sheet1:E46,2,0,0,23,658,0,0,0,0,5,10,2,4,0,0,0,0,0,0,1,3,0,0,0,0,1,1
CLEAN CP Wales compiled with statswales data Thurs eve.xlsx,24,36,18,18,9,18,9,Q4 - Need NOT CLEAN :E11,1,Q4 - Need NOT CLEAN :M7,1,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleaned_data_LZH_Master_v3.xlsx,6405,12762,10641,60,56,12,8,Inhah. - Change YoY:B1,17,Inhah. - Change YoY:B1,17,3,51,5,10590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Client_List_2012-13-clean.xlsx,4746,17402,12656,11,8,11,8,Client_List:M374,1,Client_List:M564,1,0,0,8,12656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clientOutput_001.xlsx,6502,11380,16254,11380,16254,1190,598,clientOutput:B2,6502,clientOutput:C1500,2,0,0,90,9921,0,0,0,0,2,3252,111,222,245,493,149,300,0,0,0,0,0,0,0,0,1,1
clientOutput_013.xlsx,80713,129142,193710,113002,161426,5881,2945,clientOutput_013:C454,4,clientOutput_013:C2688,2,0,0,2943,158491,0,0,0,0,2,32286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Client团队任务和版本统计-20180619update.xlsx,798,1294,1647,388,375,65,52,任务数据:F3,110,任务数据:I3,53,7,165,44,1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ClimateAnalysisV1.xlsx,1064,1252,1063,906,867,117,68,Daily:G9,372,Annual:D18,365,22,786,28,233,0,0,0,0,5,30,0,0,0,0,0,0,0,0,1,2,0,0,0,0,12,12
CLM_ER_NA_g010pm_r100_Lm030__323__001.xlsx,67715,89087,108676,32331,32455,600,475,CpmFilter:CV1,7936,CnFinal:BQ52,99,2,109,356,97020,0,0,0,0,100,11513,6,12,1,2,0,0,0,0,0,0,0,0,0,0,10,10
Cloud's Skin.xlsx,60,72,48,6,4,6,4,PARAMETER:H8,4,PARAMETER:H13,3,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster Report (Restated) 08.2017v2.xlsx,5,12,13,12,13,12,8,Cluster Summary:CM8,5,Cluster Summary:CM8,1,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Clusterergebnisprüfung.xlsx,25968,29413,52147,28497,51238,5113,5180,Detrended:A327,1044,Detrended:C48,4,0,0,1216,10874,0,0,0,0,3798,40211,10,20,3,6,0,0,2,4,0,0,0,0,0,0,151,151
ClusterFPS_Statics7.xlsx,36516,72820,36446,179,143,142,106,result-192.168.0.82:D137,4,result-192.168.0.82:D45,2,0,0,35,36338,0,0,0,0,36,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35
clustering_partition_connectivity_2018_may_1.3_iscas.xlsx,3074,6289,4946,1603,945,1388,814,presentation_graphs:H171,20,presentation_graphs:C221,5,0,0,343,4396,76,152,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,392
CMP 2016 BG .36.xlsx,2435,4870,2435,16,8,16,8,Replacement Parts:D70,1,Replacement Parts:D44,1,0,0,8,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMPE 202 - Sprint Task Sheet.xlsx,70,105,69,105,69,4,2,Sprint:E4,34,Sprint:E4,34,1,34,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS FOR LED 的调整（LEIVS）20190818-EN.xlsx,34,48,40,44,28,38,25,C1-C3image:AF6,3,C1-C3image:AF5,3,0,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
CMS FOR LED 的调整（LEIVS）20190830-EN.xlsx,34,48,40,44,28,38,25,C1-C3image:AF6,3,C1-C3image:AF5,3,0,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
CMS FOR LED 的调整（LEIVS）20190922-EN.xlsx,38,56,44,52,32,40,26,C1-C3image:AE5,3,C1-C3image:AF5,3,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
CN_08_01_CO_REC30_SolicitudGrafica.xlsx,406,717,2100,717,2100,29,38,Solicitud gráfica:G4,299,Solicitud gráfica:B10,100,1,98,13,1191,0,0,0,0,8,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
CNH_CCS.xlsx,609,1220,942,566,352,46,33,FxPoints:G4,63,CCSPricing:J4,4,0,0,30,866,0,0,0,0,2,62,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Co regression current.xlsx,14862,29712,14880,44,46,36,30,Co 2000-2011:P59,5,Co 2000-2011:P2225,3,0,0,6,14844,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
co-2015-vr-12.xlsx,258,1024,766,19,13,15,11,Gender & Status:E13,2,Gender & Status:M7,2,0,0,10,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
co-2016-vr-02.xlsx,258,1024,766,19,13,15,11,Gender & Status:I24,2,Gender & Status:I4,2,0,0,10,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
co-2020-vr-05.xlsx,271,798,528,34,20,17,11,Status:B3,3,Status:C10,2,0,0,10,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
co-2020-vr-09.xlsx,207,670,464,35,20,15,10,Status:B9,3,Status:B13,2,0,0,9,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
co2mpas_demo-0.xlsx,119,262,146,40,22,34,18,Inputs:B23,2,meta.WLTP-L.pa:G3,1,0,0,11,135,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,2,5,5
co2mpas_hybrid.xlsx,130,366,365,366,365,58,49,Inputs.mt:M2,117,Inputs.mt:C4,2,0,0,22,220,0,0,0,0,13,125,2,4,2,4,0,0,2,4,0,0,0,0,0,0,8,8
co2mpas_plugin.xlsx,130,366,365,366,365,58,49,Inputs.mt:M2,117,Inputs.mt:C4,2,0,0,22,220,0,0,0,0,13,125,2,4,2,4,0,0,2,4,0,0,0,0,0,0,8,8
COCODataset.xlsx,60630,121260,101050,12,10,12,10,Sheet1:C3745,3,Sheet1:C7451,1,0,0,10,101050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Code Challende Trade Requests Template.xlsx,1205,1604,1175,917,589,595,401,IPHONES:N45,31,IPHONES:N51,10,16,34,359,1087,0,0,0,0,2,4,0,0,2,4,14,34,4,8,0,0,0,0,0,0,4,4
CodeSummary_08.30.2019.xlsx,1149,2298,1149,2,1,2,1,2019:J238,1,2019:G643,1,0,0,1,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coding Guidelines Matrix.xlsx,714,1428,714,882,441,6,3,Matrix:PY254,2,Matrix:NF39,1,0,0,3,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coding Task.xlsx,46016,92032,69024,4,3,4,3,Coding:AM9393,2,Coding:L15843,1,0,0,3,69024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Interactive Tool 1.0  02_13_18_mod1.xlsx,657,1255,1081,1061,930,545,356,Budget_Sostenemiento:H45,65,Budget_Sostenemiento:G45,11,5,24,124,675,1,2,0,0,25,107,23,58,4,10,4,8,9,18,3,6,0,0,7,14,151,151
CogsleyServices-SalesData-Finish.xlsx,25290,67440,50580,8,6,8,6,Sales:G3861,2,Sales:G1492,2,0,0,6,50580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CogsleyServices-SalesData-Start.xlsx,25290,67440,50580,8,6,8,6,Sales:G3861,2,Sales:G1492,2,0,0,6,50580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collab_filter.xlsx,12787,15475,28675,13425,27035,264,276,movielens_1hot:B26,4739,movielens_1hot:O2,19,7,97,133,12125,0,0,0,0,130,16447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Collocation_Data.xlsx,475,632,760,632,760,299,235,AllData-Collocation:F14531,61,AllData-Collocation:BZ46,1,0,0,0,0,0,0,0,0,233,722,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0
ColloffWadeStrangeData.xlsx,1569,4710,3919,329,269,329,269,Data:D9233,2,Data:D154,2,0,0,161,3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108
column_quality_case_wise_priority.xlsx,497,4970,4473,110,99,110,99,v_dn_o_v:G5,1,v_dn_o_v:B22,1,0,0,99,4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COM_SEC_TC.xlsx,213,639,426,3,2,3,2,Feuil3:D79,1,Feuil3:E93,1,0,0,2,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
combine-check_v2.xlsx,88,242,284,216,271,52,44,check:C9,34,check:B5,2,0,0,21,178,0,0,0,0,2,66,1,2,1,2,1,2,0,0,0,0,0,0,0,0,18,18
Combined Packet Configurator (1.6.22).xlsx,12222,22564,27755,18966,24812,1266,1219,Data Merge Templates:A1,2613,Data Merge Templates:A2,2613,0,0,304,20310,0,0,0,0,19,6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,896
combined result.xlsx,16334,48993,32662,5,4,4,3,combined result:E16052,3,combined result:E38,2,0,0,2,32660,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
combined_data.xlx.xlsx,1891,4351,3029,9,6,9,6,Sheet1:I336,2,reg_sheet:R65,1,0,0,6,3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comment_data.xlsx,82025,191031,136453,4436,3324,36,24,Sheet1:F9147,2,Sheet1:F1839,2,0,0,24,136453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commerce avec Portugal 1749.xlsx,89207,244759,222535,360,350,39,29,Entrées:L805,3,Entrées:M28317,3,0,0,27,222212,0,0,0,0,1,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Commission PSP RTSP 30-11-2018.xlsx,19537,38891,19473,1235,731,552,278,B2S:U45,6,B2S:U58,4,1,2,250,19345,0,0,0,0,0,0,6,12,9,96,0,0,0,0,3,6,2,4,1,2,6,6
Commit(2)(1).xlsx,75,150,112,5,4,5,4,Commit:F3,3,Commit:F6,3,0,0,3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Common Statistics and Charts.xlsx,38,64,74,64,74,19,14,vgsales:K2638,22,vgsales:K38,1,0,0,3,18,0,0,0,0,11,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
common.xlsx,10123,23475,13411,1550,1022,1196,790,Traditional:A1548,2,Traditional:A1798,2,0,0,404,12645,0,0,0,0,0,0,155,362,71,148,26,52,6,12,16,38,17,43,14,30,81,81
Commonreviews_snuproject_test_context.xlsx,1961,3922,1961,2,1,2,1,Commonreviews_snuproject:E1053,1,Commonreviews_snuproject:E1852,1,0,0,1,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Crime 2016.xlsx,16851,33702,16851,33148,16574,53,27,2016:AX1,16333,2016:X1,16333,0,0,23,16847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
companies.json-industry-4-0.json-match-terms.xlsx,57,168,111,11,7,9,6,stats:B10,3,stats:C2,2,0,0,5,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Company Sentiments_V1.xlsx,149,94,47,94,47,94,47,Honda Sentiments:F27,2,Honda Sentiments:F5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47
company_symbols_and_names - Working.xlsx,7329,14659,10994,5,3,5,3,Public:B3429,2,Public:B3133,2,0,0,3,10994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CompanyIDs for SQL.xlsx,24678,31720,63552,31720,63552,17,18,Master:L962722,14208,Master:L22,1,0,0,7,24672,0,0,0,0,11,38880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compare-opt-noopt.xlsx,19540,39080,39080,8,8,8,8,all_stats_noopt:G3165,2,all_stats_noopt:H282,1,0,0,8,39080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compareFixedCNY.xlsx,7131,21390,14260,3,2,3,2,Sheet1:B3005,1,Sheet1:B1083,1,0,0,2,14260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compareFixedEUR.xlsx,7131,21390,14260,3,2,3,2,Sheet1:B3005,1,Sheet1:B1083,1,0,0,2,14260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compareJiritsuToStd.xlsx,1980,2888,3682,1831,2235,431,338,省エネ基準:D1,323,Web_res_convert:N2,15,6,69,250,2657,0,0,0,0,52,912,1,2,5,10,8,16,0,0,0,0,0,0,0,0,16,16
comparison.xlsx,101000,202000,151498,21,16,21,16,Sheet1:N12630,3,Sheet1:J38,3,0,0,12,151494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Compil -V2-asymptotes.xlsx,2302,5492,6348,3638,3768,386,337,90mM:J94,116,3mM:A108,1,0,0,82,4603,0,0,0,0,71,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,184
Compiled data Tables 1- 2.xlsx,1946,5803,3882,818,548,228,148,4 POINT CRITERIA:E13,15,4 POINT CRITERIA:E13,2,1,2,133,3466,0,0,0,0,9,27,4,386,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Complete Network.xlsx,13,26,13,26,13,26,13,Cold Specific:C61,2,Base No Inverts:C653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
Complete Raw Data CMC.xlsx,4980,7470,4980,9,6,9,6,Complete Raw Data:A422,2,Complete Raw Data:A333,1,0,0,6,4980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
completed Analysis.xlsx,12346,28810,16464,19,12,13,8,Descriptive staistics:B6,1,Descriptive staistics:B12,1,0,0,4,16456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0
CompletedTable.xlsx,16508,37128,24772,23,17,21,15,Bonus:B3,4,Bonus:D5,2,0,0,13,24768,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CompostTracking (1).xlsx,4140,5211,6812,3401,3369,111,73,Compost Data:D2,2480,Compost Data:C2,829,3,1649,63,5151,0,0,0,0,0,0,1,2,2,4,0,0,2,4,0,0,0,0,0,0,2,2
COMPRAS DE 11 SUR 2012.xlsx,7697,22116,21148,1631,1319,1191,904,MAYO 2012:CS9,5,MAYO 2012:BB10,3,0,0,850,21038,0,0,0,0,0,0,18,61,5,10,3,6,0,0,0,0,2,7,0,0,26,26
COMPRAS DE 11 SUR JULIO 2012.xlsx,7697,22116,21148,1631,1319,1191,904,MAYO 2012:CS9,5,MAYO 2012:BB10,3,0,0,850,21038,0,0,0,0,0,0,18,61,5,10,3,6,0,0,0,0,2,7,0,0,26,26
Computed Fields and Logical Functions.xlsx,913,2043,2044,1055,1054,34,27,Salary Increase Field Added:Y5,200,Salary Increase Field Added:Y5,2,0,0,18,1521,0,0,0,0,9,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computer-Vision-Basics-in-Excel-0-Introduction-and-Outline.xlsx,143,286,143,286,143,52,26,LocalAvg:K6,25,LocalAvg:C10,1,0,0,13,117,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comuni_italiani.xlsx,92,184,92,2,1,2,1,comuni_italiani:E7545,1,comuni_italiani:E7538,1,0,0,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conciliación Pacifico 2021.xlsx,1630,657,375,657,375,631,359,BP CON MAR-21:F63,4,BP CON MAR-21:F15,4,0,0,0,0,0,0,0,0,0,0,1,2,3,6,2,4,3,6,2,4,2,5,2,4,344,344
Conditional Formatting Samples.xlsx,328,625,452,97,70,72,47,Mountains:C23,6,Grades:D9,1,0,0,35,427,0,0,0,0,0,0,1,2,0,0,3,6,0,0,0,0,0,0,0,0,8,8
conditional formatting-1-with-guidelines.xlsx,331,625,452,97,70,76,49,Mountains:C12,6,Grades:C11,1,0,0,37,431,0,0,0,0,0,0,0,0,1,2,3,6,0,0,0,0,0,0,0,0,8,8
Conductor_PROYECTO_Manel_VER2.xlsx,29,39,29,23,15,13,10,Sheet1:A3,15,Sheet1:A3,8,0,0,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
conferencia_2012.xlsx,8,16,15,16,15,3,3,Totais:C4,8,Totais:C4,2,0,0,1,7,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CONFIABILIDAD ZONA TUXTLA A MAY 2018_.xlsx,791,1883,2460,1553,2181,841,700,RAMALES POR CAUSA-NI-SAIDI-TPR:A3,352,RESULTADO META VS REAL:C96,12,1,7,448,1559,0,0,0,0,137,467,26,63,7,15,40,81,4,8,2,4,2,5,3,6,30,30
conflicts.xlsx,3322,6072,3762,725,366,39,23,Sheet5:C20,9,With Labels:F91,3,0,0,20,3759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Cong no NL ca.xlsx,3071,9621,9565,7160,6947,877,558,TRÍ HẢO VT:D10,223,TRÍ HẢO VT:D10,212,43,1379,390,7924,2,59,0,0,2,4,13,28,7,14,8,16,4,8,6,12,3,6,2,4,78,78
Conscious Success Report template.xlsx,54,108,54,108,54,108,54,Sheet4:AL3,1,Sheet4:AT3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54
Consistency Analysis of QS 2016.xlsx,13225,19833,19815,99,99,108,81,Fac Stud:C131,9,Fac Stud:B44,6,9,18,54,19770,0,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,9,9
Consolidated Data v2.xlsx,321,580,454,254,154,97,58,Master Data Sheet:C6,6,Master Data Sheet:C12,1,0,0,22,370,0,0,0,0,21,42,0,0,4,19,5,15,0,0,0,0,0,0,2,4,4,4
consolidated_report_revision-9.xlsx,175,322,274,260,196,163,107,Activity Summary:J11,25,Activity Summary:J11,5,5,10,53,171,0,0,0,0,3,6,10,34,4,8,0,0,3,6,4,8,1,2,0,0,24,24
constraints_library.xlsx,45,91,46,19,10,19,10,Basic Parts:M23,1,Basic Parts:M23,1,0,0,6,40,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,2,2
Construction History PM.xlsx,32,96,64,3,2,3,2,Sheet2:G5,1,Sheet2:G9,1,0,0,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Construction Template.xlsx,33,99,66,3,2,3,2,Timeline:C6,1,Timeline:C10,1,0,0,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Consume Event_balancing.xlsx,312,475,404,475,384,151,100,Rewards:J1,42,Miscinfo:G2,5,3,6,29,244,0,0,0,0,8,57,0,0,19,51,0,0,2,4,3,6,0,0,0,0,36,36
consumption-allyears 2.xlsx,3648,10835,7241,68,63,14,9,merged:D2,55,merged:D2,55,1,55,8,7186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contacts_Script.xlsx,6168,18507,30840,18507,30840,6174,6171,OLP-ESB Reason Codes:D2,6168,OLP-ESB Reason Codes:D4,1,0,0,3086,18504,0,0,0,0,1,6168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3084,3084
Content.QuickE.Oak_Ridge_National_Lab_Mercury_Metadata_version_1.0.xlsx,1461,2842,2174,1103,1262,22,14,Analysis:L15,373,Analysis:I85,1,0,0,7,1459,0,0,0,0,5,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ContextualParameters.xlsx,23,40,20,36,18,36,18,Animal Protein:E110,1,Animal Protein:E39,1,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,16,16
CONTRATACIONES_PUBLICADAS_POR_PROVEEDOR_2020_07_26.xlsx,19797,217767,197970,11,10,11,10,Datos:A2032,1,Datos:H8357,1,0,0,10,197970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONTROL_1.xlsx,47,48,46,48,46,4,2,CONTROL DE PAGOS CLIENTE0002:B15,23,CONTROL DE PAGOS CLIENTE0002:B15,23,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Controle_-_TheBank_-_Guerra_3_5.xlsx,2872,5762,5560,5326,5342,578,317,Guerra 6:A46997,171,Tabelas:H3,14,10,70,148,2357,0,0,0,0,34,2264,57,217,11,22,3,6,1,2,2,4,5,10,0,0,46,46
controle-de-estoque.xlsx,5992,23968,17976,8,6,8,6,Saidas:A342,1,Saidas:C1074,1,0,0,6,17976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ControllerLandingResults.xlsx,32,63,32,63,32,52,26,Feedback50:I5838,2,Feedback0:K44,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,10,0,0,20,20
cooper_richey__4041__EOL_Enpower_deals.xlsx,7437,14893,7466,64,39,54,29,DATA:F1908,3,DATA:F38,2,0,0,12,7440,0,0,0,0,1,2,2,4,3,6,0,0,2,4,1,2,0,0,0,0,8,8
copia 7 Maaji Product Master File rev.xlsx,27094,52123,89182,15728,51662,7806,3972,Data_2 (saya - primer reporte):K2712,7,Data_2 (saya - primer reporte):K465,3,0,0,2035,53792,0,0,0,0,24,52,961,2007,7,14,20,44,15,30,8,16,9,18,9,18,884,884
Copia de carga 4 playera.xlsx,10165,17562,10239,112,119,61,48,datos de carga:AF4,23,datos de carga:D29,2,0,0,10,10178,0,0,0,0,1,22,0,0,0,0,0,0,2,4,0,0,0,0,0,0,35,35
Copia de Carga Productos 22-04-21.xlsx,597,1239,920,33,19,33,19,Carga Ximena:D104,3,Carga Ximena:D71,2,0,0,19,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copia de ViajesCientific@s_DEVELOPING_DEVELOPED.xlsx,20900,41773,34878,28025,28005,71,55,dummy_output:Z132,13748,dummy_output:J36,2,0,0,34,20911,0,0,0,0,14,13935,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Copia_de_REPORTE_JULIO_INSTRUCTOR_v3_2.xlsx,11,22,11,22,11,10,5,RMI - JULIO 2017:U17,1,RMI - JULIO 2017:Q14,1,0,0,1,4,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,2,2
Coptic-Arabic Text Alignment Results.xlsx,10875,18013,24709,7480,12108,1819,1475,(Dev) Alignment:A423916,2069,(Dev) Alignment:L7,21,133,673,923,19447,0,0,0,0,234,3673,59,138,22,44,23,56,6,12,3,6,8,16,41,83,23,23
Copy of Act_Peeler_QEP.xlsx,7138,21414,14276,3,2,3,2,Survey Point:E5129,1,Survey Point:F3207,1,0,0,2,14276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copy of CalTest_final_testhomes_uncalibrated_final V2_AdditionalHomes_Leif.xlsx,226,524,338,202,128,194,124,Summary:C21,8,Summary:C19,6,0,0,112,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
Copy of DOE_field_notes_2014_updated_MMB spp.xlsx,5045,13129,8358,29,20,29,20,Plot Info:H23,2,Plot Info:H8,2,0,0,20,8358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copy of MATERAI new (Autosaved) (Autosaved) (Autosaved) (Autosaved).xlsx,13737,25497,24064,23935,22273,10148,6155,September_14:E7,190,September_14:E7,188,1080,7446,1548,10355,0,0,0,0,6,12,1628,3669,62,125,42,85,87,192,103,212,151,320,155,355,1293,1293
Copy of membership_school_2016-17.xlsx,8,17,15,17,15,4,3,By Race:B12,8,By Race:B12,2,0,0,1,7,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Copy of Metric.xlsx,27,108,81,32,24,32,24,Sheet1:C10,1,Sheet1:F9,1,0,0,15,66,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3
